ARTIST,TITLE,FORMAT, PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
AMERICA,ALIBI,1LP, $ 12.00 ,ROCK,ST12098,AUS,VG,VG+,EMI Music,1980 STUDIO RELEASE: SCARCE AUS EMI/CAPITOL PRESS,VS21227
AMERICA,ALTERNATES & RARITIES: RSD 2022,1LP, $ 55.00 ,ROCK,RCV1676990,USA,NEW,NEW,Rhino Entertainment,RSD 2022 ARCHIVAL COLLECTION OF RARE & UNRELEASE TRACKS ON COLOUR VINYL: LIMITED TO 2500 COPIES,VY16055
AMY GRANT,LEAD ME ON,1LP, $ 10.00 ,POP,L38899,AUS,EX,EX,A&M Records,OZ A&M RECORDS PRESS OF THE 1989 ALBUM w/ PRINTED INNER,VS6974
AMY WINEHOUSE,BACK TO BLACK,1LP, $ 48.00 ,POP,1734128,EU,NEW,NEW,Universal Records,"BREAKTHROUGH AWARD WINNING 2nd STUDIO ALBUM FROM 2007 FEAT. ""REHAB""",VY625
AMYL & THE SNIFFERS,COMFORT TO ME (RED VINYL),1LP, $ 48.00 ,PUNK,B2B003C,AUS,NEW,NEW,B2B Records,ROMER RED VINYL COLOUR RE-PRESS OF THE ACCLAIMED 2021 SOPHOMORE ALBUM FROM THE MELB GARAGE-PUNKS,VY16130
AMYL & THE SNIFFERS,COMFORT TO ME: EXPANDED EDITION,2LP, $ 65.00 ,PUNK,ATO0582,EU,NEW,NEW,B2B Records,2022 DELUXE 2LP EDITION OF THE ACCLAIMED 2021 SOPHOMORE ALBUM FROM THE MELB GARAGE-PUNKS,VZ6057
AN HORSE,MODERN AIR,1LP, $ 25.00 ,ALTERNATIVE,LMO061,AUS,NEW,NEW,Poison City Records,NEW 2019 LP FROM THE BRISBANE INDIE-ROCK DUO & THEIR 1st IN 8 YEARS!,VY11539
AND YOU WILL KNOW US BY THE TRAIL OF DEA,MADONNA: RSD 2022,1LP, $ 65.00 ,ALTERNATIVE,SRE553LP,USA,NEW,NEW,Svart Records,RSD 2022 COLOUR VINYL REPRESS OF THE 1999 DEBUT ALBUM,VY15978
ANDREW GOLD,SOMETHING NEW: UNRELEASED GOLD: RSD 2020,1LP, $ 40.00 ,ROCK,OVLP371,USA,NEW,NEW,Omnivore Entertainment,"RSD 2020 COMP. OF PREVIOUSLY UNISSUED DEMOS FROM 1973, COLOUR VINYL: LIMITED TO 1200 COPIES",VY13146
ANDREW W.K.,YOU'RE NOT ALONE,2LP, $ 40.00 ,ALTERNATIVE,88985496231,USA,NEW,NEW,Sony Music,NEW 2018 ALBUM: U.S. COLOUR 180G GATEFOLD 2xLP SET,VZ3543
ANGEL DU$T,YAK: A COLLECTION OF TRUCK SONGS,1LP, $ 60.00 ,PUNK,1661878,USA,NEW,NEW,Roadrunner Records,2021 STUDIO ALBUM FROM THE BALTIMORE HARDCORE BAND,VY15452
ANGEL OLSEN,AISLES,"12""", $ 35.00 ,ALTERNATIVE,JAG412LP,USA,NEW,NEW,Jagjaguwar Records,NEW 2021 EP OF 80s COVERS RECORDED DURING SUMMER 2020 LOCKDOWN: BLACK VINYL PRESS,VO654
ANGEL OLSEN,MY WOMAN,1LP, $ 45.00 ,ALTERNATIVE,JAG284LP,USA,NEW,NEW,Jagjaguwar Records,SUPERB 2016 STUDIO ALBUM: U.S. IMPORT JAGJAGUWAR BLACK VINYL GATEFOLD PRESS,VY7301
ANGEL OLSEN,BIG TIME,2LP, $ 50.00 ,ALTERNATIVE,JAG424LP,USA,NEW,NEW,Jagjaguwar Records,ANTICIPATED NEW 2022 STUDIO ALBUM: 2xLP BLACK VINYL PRESS IN HEAVY TIP-ON GATEFOLD SLEEVE,VZ6077
ANGEL OLSEN,BIG TIME: COLOUR,2LP, $ 55.00 ,ALTERNATIVE,JAG242LPC1,USA,NEW,NEW,Jagjaguwar Records,ANTICIPATED NEW 2022 STUDIO ALBUM: LIMITED OPAQUE PINK 2xLP GATEFOLD PRESS w/ DL CODE,VZ6181
"ANGELS, THE",BACK STREET PICKUP,"7""", $ 5.00 ,ROCK,K10132,AUS,EX,VG,Mushroom Records,"SCARCE 1990 OZ MUSHROOM PIC SLEEVE 7"" (vinyl hazing evident)",V81745
ANGRY ANDERSON,SUDDENLY: COLOUR,"7""", $ 15.00 ,ROCK,K363X,AUS,VG,VG+,Mushroom Records,PLAIN SLEEVE MUSHROOM LIMITED EDITION WHITE VINYL PRESS OF THE 1987 SINGLE,V866
ANGUS & JULIA STONE,LIFE IS STRANGE,1LP, $ 55.00 ,POP,538750381,EU,NEW,NEW,BMG Music,NEW 2022 STUDIO RELEASE FROM THE SIBLING DUO & THEIR 1st IN 5 YEARS: LIMITED YELLOW VINYL,VY15703
ANITA LANE,SEX O'CLOCK: REISSUE,1LP, $ 45.00 ,ALTERNATIVE,STUMM183,EU,NEW,NEW,Mute Records,2021/20th ANNIVERSARY 1st TIME VINYL PRESS OF THE 2001 STUDIO ALBUM,VY15780
ANNA VON HAUSSWOLFF,ALL THOUGHTS FLY,1LP, $ 42.00 ,ALTERNATIVE,LORD280LP,USA,NEW,NEW,Southern Lord Records,2020 STUDIO RELEASE FROM THE SWEDISH ARTIST ON SOUTHERN LORD RECORDS,VY13832
ANNE,POWER EXCHANGE,"7""", $ 2.00 ,ALTERNATIVE,RFC055,USA,EX,EX,Run For Cover Records,"2-TRACK 7"" FROM 2012 ON RUN FOR COVER: CLEAR VINYL",V81200
ANNIHILATOR,TRIPLE THREAT UNPLUGGED: RSD 2020,1LP, $ 35.00 ,METAL,SLM074P55,USA,NEW,NEW,Silver Lining Music,RSD 2020 LIMITED EDITION PICTURE DISC PRESS OF RARE ACOUSTIC TRACKS,VY13319
ANOHNI,PARADISE,"10""", $ 20.00 ,ALTERNATIVE,RTRADST833,EU,NEW,NEW,Rough Trade Records,"NEW 6-TRACK 2017 10"" EP POST-HOPELESSNESS",VE200
ANTHRAX,FISTFUL OF METAL: REISSUE,1LP, $ 45.00 ,METAL,MEGA1953LPPRO,USA,NEW,NEW,Megaforce Records,RED & BLACK SPLATTER COLOUR VINYL RE-ISSUE OF THE ICONIC 1984 DEBUT ALBUM,VY14646
APHEX TWIN,SYRO,3LP, $ 35.00 ,ALTERNATIVE,WARPLP247,EU,NEW,NEW,Warp Records,3xLP WARP RECORDS VINYL PRESS OF THE 2014 STUDIO ALBUM + D/L,VX35
APHEX TWIN,SELECTED AMBIENT WORKS 85-92,2LP, $ 60.00 ,ALTERNATIVE,AMBLP3922,UK,NEW,NEW,Apollo Records,2xLP VINYL RE-ISSUE OF THE 1992 DEBUT STUDIO ALBUM,VZ1752
APOLLO 100,THE EXCITING RHYTHMS OF APOLLO 100,2LP, $ 10.00 ,PROG ROCK,MLM2109,AUS,VG+,VG+,7 Records,2xLP SET: UK NEO-CLASSICAL INSTRUMENTAL PROJECT,VT1792
APOLLO BROWN & PLANET ASIA / GENSU DEAN,STITCHED UP & SHAKEN: RSD 2021,1LP, $ 55.00 ,HIP HOP,MMG00049B-1,USA,NEW,NEW,Mello Music Group,RSD 2021 EXCLUSIVE RELEASE FEATURING A DUO PER SIDE: LIMITED TO 1000 COPIES,VY14876
APOPLEXY,TEARS OF THE UNBORN,1LP, $ 40.00 ,METAL,CRYPT103-B2,USA,NEW,NEW,The Crypt,2019 & 1st TIME VINYL PRESS OF THE 1995 DEBUT ALBUM FROM THE SLOVAKIAN DEATH METAL BAND: CLEAR PRESS LTD/100,VY13642
"APPLESEED CAST, THE",TWO CONVERSATIONS,1LP, $ 45.00 ,ALTERNATIVE,GRAVE035,USA,NEW,NEW,Graveface Records,GRAVEFACE RECORDS U.S. COLOUR VINYL RE-ISSUE OF THE 2003 STUDIO ALBUM,VY1129
"APPLESEED CAST, THE",ILLUMINATION RITUAL,1LP, $ 45.00 ,ALTERNATIVE,GRAVE090,USA,NEW,NEW,Graveface Records,2013 STUDIO ALBUM: GRAVEFACE RECORDS U.S. COLOUR VINYL PRESS,VY3076
"APPLESEED CAST, THE",THE FLEETING LIGHT OF IMPERMANENCE,1LP, $ 55.00 ,ALTERNATIVE,GRAVE152,USA,NEW,NEW,Graveface Records,2019 STUDIO ALBUM: LIMITED EDITION WHITE VINYL PRESS IN ARIGATO STYLE PACKAGING,VY11769
ARAFURA,ARAFURA,"7""", $ 15.00 ,PUNK,BRICK30,AUS,NEW,NEW,One Brick Today,"2020 7-TRACK 7"" E.P. FROM ANTI-COLONIAL SYDNEY POWER-VIOLENCE TRIO",V71544
ARCA,KICK II,1LP, $ 45.00 ,ALTERNATIVE,XL1212LP,EU,NEW,NEW,XL Recordings,BELATED 2022 VINYL PRESS OF THE 2021 ALBUM & PART II OF THE AMBITIOUS KICK QUINTET,VY16309
ARCA,KICK III,1LP, $ 45.00 ,ALTERNATIVE,XL1222LP,EU,NEW,NEW,XL Recordings,BELATED 2022 VINYL PRESS OF THE 2021 ALBUM & PART III OF THE AMBITIOUS KICK QUINTET,VY16310
ARCA,KICK IIII,1LP, $ 45.00 ,ALTERNATIVE,XL1223LP,EU,NEW,NEW,XL Recordings,BELATED 2022 VINYL PRESS OF THE 2021 ALBUM & PART IIII OF THE AMBITIOUS KICK QUINTET,VY16311
ARCA,KICK IIIII,1LP, $ 45.00 ,ALTERNATIVE,XL1224LP,EU,NEW,NEW,XL Recordings,BELATED 2022 VINYL PRESS OF THE 2021 ALBUM & PART IIIII OF THE AMBITIOUS KICK QUINTET,VY16312
ARCADE FIRE,WE,1LP, $ 58.00 ,ALTERNATIVE,19439971221,GER,NEW,NEW,Columbia Records,NEW 2022 STUDIO RELEASE FROM THE LONG-RUNNING CANADIAN LEGENDS: 180-GRAM BLACK VINYL PRESSING,VY15904
ARCADE FIRE,WE (WHITE VINYL),1LP, $ 70.00 ,ALTERNATIVE,19439971251,USA,NEW,NEW,Columbia Records,NEW 2022 STUDIO RELEASE FROM THE CANADIAN GROUP: 180-GRAM WHITE VINYL PRESSING,VY16062
ARCTIC MONKEYS,FAVOURITE WORST NIGHTMARE: REISSUE,1LP, $ 48.00 ,ALTERNATIVE,5344671,USA,NEW,NEW,Domino Recording Co.,2nd STUDIO ALBUM FROM 2007: U.S. IMPORT GATEFOLD REISSUE,VY2824
ARCTIC MONKEYS,AM,1LP, $ 55.00 ,ALTERNATIVE,WIGLP317,USA,NEW,NEW,Domino Recording Co.,180-GRAM GATEFOLD PRESSING OF THEIR 2013 ALBUM + D/L CODE,VY3448
ARCTIC MONKEYS,SUCK IT AND SEE,1LP, $ 38.00 ,ALTERNATIVE,WIGLP258,EU,NEW,NEW,Domino Recording Co.,180-GRAM EU IMPORT GATEFOLD PRESS OF THE 2011 STUDIO ALBUM + D/L CODE,VY4287
ARETHA FRANKLIN,I NEVER LOVED A MAN THE WAY I LOVE YOU,1LP, $ 40.00 ,SOUL,349791112,EU,NEW,NEW,Rhino Entertainment,2013 180-GRAM RHINO MONO REMASTER OF THE 1967 BREAKTHROUGH STUDIO ALBUM,VY4980
ARETHA FRANKLIN,"YOUNG, GIFTED & BLACK: REISSUE COLOUR",1LP, $ 48.00 ,SOUL,RCV17213,USA,NEW,NEW,Atlantic Records,LIMITED 2021 YELLOW VINYL REPRESS OF FRANKLIN'S ACCLAIMED 1972 STUDIO RELEASE,VY13942
ARETHA FRANKLIN,UNFORGETTABLE - A TRIBUTE TO DINAH WASHI,1LP, $ 50.00 ,SOUL,MOVLP2970C,EU,NEW,NEW,Music On Vinyl,2021 EU 180-GRAM AUDIOPHILE REMASTER OF THE 1964 TRIBUTE ALBUM: LIMITED NUMBERED & COLOUR PRESSING,VY15301
ARETHA FRANKLIN,YEAH!!!: REISSUE,1LP, $ 50.00 ,SOUL,MOVLP2967C,EU,NEW,NEW,Music On Vinyl,2021 EU 180-GRAM AUDIOPHILE REMASTER OF FRANKLIN'S 7th ALBUM FROM 1965: NUMBERED & COLOUR PRESSING,VY15302
ARETHA FRANKLIN,SPARKLE: REISSUE COLOUR,1LP, $ 55.00 ,SOUL,RCV1-18176,USA,NEW,NEW,Rhino Entertainment,2022 LIMITED EDITION 'START YOUR EAR OFF RIGHT' CRYSTAL CLEAR VINYL REPRESS OF CURTIS MAYFIELD PRODUCED 1976 ALBUM,VY15564
ARETHA FRANKLIN,AMAZING GRACE: REISSUE,2LP, $ 48.00 ,SOUL,R1-906,EU,NEW,NEW,Rhino Entertainment,SUPERB 2014 2xLP 180-GRAM GATEFOLD RHINO REISSUE OF THE 1972 DOUBLE LIVE ALBUM,VZ1496
ARIEL PINK'S HAUNTED GRAFFITI,LOVERBOY,2LP, $ 30.00 ,ALTERNATIVE,MEX268,USA,EX,EX,Mexican Summer Records,2019 2xLP REMASTER OF THE LONG OUT-OF-PRINT 2002 ALBUM,VT2923
"ARMED, THE",ULTRAPOP: ORANGE,1LP, $ 42.00 ,METAL,SH231C,USA,NEW,NEW,Sargent House,GALAXY ORANGE/RED COLOUR RE-PRESS OF THE ACCLAIMED 2021 ALBUM FROM THE U.S. EXPERIMENTAL MATHCORE BAND,VY15542
ARMORED SAINT,PUNCHING THE SKY,2LP, $ 55.00 ,METAL,3984157281,EU,NEW,NEW,Metal Blade Records,2020 STUDIO ALBUM FROM THE AMERICAN HEAVY METAL GROUP: 180-GRAM 2LP BLACK VINYL GATEFOLD PRESS,VZ6020
ART BLAKEY & THE JAZZ MESSENGERS,A NIGHT IN TUNISIA: REISSUE,1LP, $ 35.00 ,JAZZ,MOVLP514,EU,EX,VG+,Music On Vinyl,2013 EU IMPORT M.O.V. AUDIOPHILE 180-GRAM RE-ISSUE OF THE 1958 RELEASE,VS21184
ART GARFUNKEL,FATE FOR BREAKFAST,1LP, $ 8.00 ,POP,SBP237282,AUS,VG+,EX,CBS Records,CBS RECORDS OZ PRESS OF THE 1979 SOLO LP + INNER,VS18298
ART GARFUNKEL,BREAKAWAY,1LP, $ 10.00 ,POP,SBP234715,AUS,VG+,VG+,CBS Records,ORIG. OZ CBS RECORDS PRESS OF THE 1975 SOLO LP + INNER,VS18697
ART GARFUNKEL,WATERMARK,1LP, $ 10.00 ,POP,SBP237050,AUS,VG+,VG+,CBS Records,OZ CBS RECORDS PRESS OF THE 1977 SOLO LP + PRINTED INNER,VS18698
ARTHUR RUSSELL,CALLING OUT OF CONTEXT,2LP, $ 60.00 ,ALTERNATIVE,AU1001,USA,NEW,NEW,Audika Records,BACK IN PRINT! EXCELLENT 2xLP COLLECTION FROM 2004 FEAT. HIS SEMINAL 80's ELECTRONIC RECORDINGS,VZ3266
ARTHUR RUSSELL,LOVE IS OVERTAKING ME,2LP, $ 55.00 ,ALTERNATIVE,AU10101,USA,NEW,NEW,Audika Records,AUDIKA RECORDS 2xLP U.S. IMPORT 2008 COLLECTION OF HIS EARLY 70's FOLK RECORDINGS,VZ3293
ARTHUR RUSSELL,IOWA DREAM,2LP, $ 60.00 ,ALTERNATIVE,AU1017LP,USA,NEW,NEW,Audika Records,NEW 2019 2xLP COLLECTION OF FOLK & POP HOME RECORDINGS & UNRELEASED DEMOS,VZ4484
ARTHUR RUSSELL,ANOTHER THOUGHT,2LP, $ 60.00 ,ALTERNATIVE,BEWITH108LP,UK,NEW,NEW,Be With Records,2021 1st TIME 2xLP VINYL RELEASE OF THE 1993 POSTHUMOUS COLLECTION,VZ5440
ARTHUR RUSSELL,CALLING OUT OF CONTEXT,2LP, $ 55.00 ,ALTERNATIVE,RTRADLP161,UK,NEW,NEW,Rough Trade Records,BACK IN PRINT! EXCELLENT 2LP COLLECTION FROM 2004 FEAT. HIS SEMINAL 80's ELECTRONIC RECORDINGS,VZ6146
ARTHUR RUSSELL,INSTRUMENTALS,2LP, $ 55.00 ,ALTERNATIVE,RT0307LP,UK,NEW,NEW,Rough Trade Records,NEW 2022 ROUGH TRADE 2xLP REMASTER FEAT. UNRELEASED 1975 INSTRUMENTALS w/ 12p BOOKLET,VZ6174
ASCOT STABBER,FUTILITY,"7""", $ 10.00 ,PUNK,PIS027,AUS,NEW,NEW,Pissfart Records,NEW 2019 E.P. OF 80's INFLUENCED HARDCORE ON PISSFART RECORDS,V71503
ASSASSINS 88/TV COLOURS & CATHOLIC SPRAY,SPLIT,"7""", $ 10.00 ,ALTERNATIVE,XVIII002,EU,NEW,NEW,XVIII Records,"2011 SPLIT 7"" LTD/500: C.S. FROM FRANCE + A88/TV FROM ACT.",V7746
AT THE DRIVE-IN,IN*TER A*LI*A,1LP, $ 30.00 ,ALTERNATIVE,RR3691,USA,NEW,NEW,Rise Records,2017 STUDIO ALBUM: LTD INDIE STORE ONLY PRESSING,VY7748
AT THE GATES,AT WAR WITH REALITY (GOLD),1LP, $ 35.00 ,METAL,9984381,USA,VG,EX,Century Media,LIMITED GOLD VINYL PRESS OF THE 2014 ALBUM: GATEFOLD SET w/ BOOKLET & POSTER,VS21173
ATARAXY,REVELATIONS OF THE ETHEREAL,1LP, $ 25.00 ,METAL,MSUO032,UK,NEW,NEW,Me Saco Un Ojo Records,2020 YELLOW SPLATTER REPRESS OF THE 2013 SOPHOMORE ALBUM BY THE SPANISH DEATH METAL BAND,VY13697
"ATLANTICS, THE",BOMBORA,1LP, $ 40.00 ,ROCK,SBP233066,AUS,VG+,EX,CBS Records,ORIG. OZ CBS RECORDS ORANGE LABEL PRESS OF THE '63 OZ SURF-ROCK ALBUM,VS4766
"ATLANTICS, THE",BOMBORA,1LP, $ 30.00 ,ROCK,BP233066,AUS,VG,VG+,CBS Records,SCARCE ORIG. MONO CBS PRESS OF THE '63 OZ SURF-ROCK LP,VS8581
ATMOSPHERE,WHENEVER,2LP, $ 48.00 ,HIP HOP,RSE3001,USA,NEW,NEW,Rhymesayers Entertainment,NEW 2020 STUDIO ALBUM FROM THE MINNESOTA HIP-HOP DUO: 2xLP GATEFOLD PRESS + D/L,VZ4618
ATOMS FOR PEACE,AMOK: DELUXE,2LP, $ 50.00 ,ALTERNATIVE,XLLP583X,EU,EX,EX,XL Recordings,"2013 DEBUT ALBUM FROM THOM YORKE, FLEA & CO: DELUXE 180-GRAM 2xLP IN FOIL-STAMPED TRI-FOLD SLEEVE w/ CD COPY",VT2448
ATRAMENTUS,STYGIAN,1LP, $ 30.00 ,METAL,SPIN135,USA,NEW,NEW,20 Buck Spin,ACCLAIMED 2020 DEBUT ALBUM FROM CANADIAN FUNERAL DOOM BAND ON 20 BUCK SPIN RECORDS,VY13630
ATRAMENTUS,STYGIAN: COLOUR,1LP, $ 42.00 ,METAL,SPIN135X,USA,NEW,NEW,20 Buck Spin,2021 COLOUR VINYL RE-ISSUE OF THE ACCLAIMED 2020 DEBUT FROM CANADIAN FUNERAL DOOM BAND,VY14332
ATTEN ASH / LYCANTHIA,CITY IN THE SEA / THE HARBINGER,"7""", $ 10.00 ,METAL,HDRV001,CAN,VG,EX,Hypnobeat,OUT OF PRINT 2015 SPLIT BETWEEN THE AUS & U.S. DOOM BANDS,V82740
AUGUST BURNS RED,BONES: RSD 2020,"7""", $ 25.00 ,PUNK,FEAR01204,USA,NEW,NEW,Fearless Records,RSD 2020 SINGLE PRESSED ON WHITE VINYL: LIMITED TO 1000 COPIES,V71567
AUROCH,STOLEN ANGELIC TONGUES: COLOUR,1LP, $ 30.00 ,METAL,SPIN117X,USA,NEW,NEW,20 Buck Spin,2020 MINI-ALBUM FROM CANADIAN BLACKENED DEATH METAL BAND: 1-SIDED NEON MAGENTA SPLATTER PRESS w/ ETCHED B-SIDE,VY12968
AUROCH,TAMAN SHUD,1LP, $ 20.00 ,METAL,DDR112LP,USA,NEW,NEW,Dark Descent Records,2014 STUDIO ALBUM FROM THE CANADIAN BLACKENED DEATH METAL BAND: DARK DESECENT BLACK VINYL PRESS,VY13037
AUSTRALIA,MAIDEN AUSTRALIA,1LP, $ 50.00 ,ROCK,VXL14040,AUS,VG,VG+,Little Black Cloud Records,ULTRA RARE SOLE 1976 STUDIO RELEASE FROM THE AUS ROCK/FUNK/PROG GROUP,VS20656
AUSTRALIAN CRAWL,SIROCCO,1LP, $ 20.00 ,ROCK,EMX108,AUS,VG+,VG+,EMI Music,"ORIG. OZ EMI GATEFOLD PRESS OF THE '81 SOPHOMORE LP FEAT. ""ERROL"" & ""THINGS DON'T SEEM""",VS123
AUTECHRE,PLUS,2LP, $ 45.00 ,ALTERNATIVE,WARPLP338,EU,NEW,NEW,Warp Records,2nd STUDIO RELEASE OF 2020 & ONLY 20 DAYS AFTER THE 'SIGN' STUDIO RELEASE,VZ5306
AUTOHAZE,UNDECIDED,"7""", $ 10.00 ,ALTERNATIVE,SHINE013,AUS,EX,EX,Summershine,"SCARCE 1991 SUMMERSHINE OZ INDIE 7"" SINGLE",V82673
AUTOSUGGEST,CHASING,"7""", $ 5.00 ,ALTERNATIVE,AUTO1,AUS,VG+,VG+,Self Released / Independent,2017 SINGLE FROM SYDNEY ELECTRONIC/DARKWAVE OUTFIT,V83597
AUTOSUGGEST,MURMUR,"12""", $ 10.00 ,ALTERNATIVE,PH5,AUS,EX,EX,Perfect Hair Records,2017 E.P. FROM SYDNEY ELECTRONIC/DARKWAVE OUTFIT,VP1334
AUTUMN TEARS,COLORS HIDDEN WITHIN THE GRAY,2LP, $ 35.00 ,METAL,PO33W1,USA,NEW,NEW,Palace Of Worms,"2019 STUDIO RELEASE FROM THE U.S. NEO-CLASSICAL GROUP, FEAT. TED TRINGO!: LTD/150",VZ5136
"AVALANCHES, THE",SINCE I LEFT YOU: REISSUE,2LP, $ 55.00 ,ALTERNATIVE,XLLP138,EU,NEW,NEW,XL Recordings,2016 EU 2xLP REPRESS OF THE ACCLAIMED 2000 DEBUT ALBUM FROM THE AUSTRALIAN COLLECTIVE,VZ2472
B.B. STRUTT,FOUR PLAY,"12""", $ 15.00 ,ROCK,BREP011,AUS,VG+,EX,Big Rock Records,SCARCE 1989 E.P. FROM THE AUS ROCK GROUP FEAT. CHRIS TURNER (BUFFALO),VP985
BABY BLAK,ONCE YOU GO BLAK,2LP, $ 20.00 ,HIP HOP,RR0020LP,FR,VG+,EX,Rapster Records,2003 DEBUT FROM PHILLY MC: FRENCH IMPORT 2xLP PRESS ON RAPSTER RECORDS,VT1340
BAD,WORKING FOR THE MAN,"7""", $ 10.00 ,ROCK,AP11826,AUS,VG+,VG,Albert Productions,"RARE 1978 OZ ALBERT 7"" SINGLE",V82499
BAD ASTRONAUT,ACROPHOBE,"12""", $ 38.00 ,PUNK,DON0311,USA,NEW,NEW,Honest Don's Records,2022 FIRST FAT WRECK PRESS OF THE 2001 E.P. w/ ELLIOTT SMITH COVER,VO695
BAD ASTRONAUT,HOUSTON: WE HAVE A DRINKING PROBLEM,2LP, $ 55.00 ,PUNK,DON0411,USA,NEW,NEW,Honest Don's Records,2022 FIRST TIME ON VINYL PRESS: 2002 STUDIO ALBUM FROM JOEY CAPE & CO.,VZ5999
BAD ASTRONAUT,"TWELVE SMALL STEPS, ONE GIANT DISAPPOINT",2LP, $ 55.00 ,PUNK,FAT6861,USA,NEW,NEW,Fat Wreck Chords,2022 FIRST TIME ON VINYL PRESS: FINAL 2006 ALBUM FROM THE JOEY CAPE PROJECT,VZ6000
BAD BRAINS,PAY TO CUM: REISSUE,"7""", $ 18.00 ,PUNK,OGMC21787,USA,NEW,NEW,ORG Music / DGC,2021 ORG MUSIC REPRESS OF THE 1980 DEBUT SINGLE w/ REPLICA ORIGINAL INSERT,V71604
BAD BRAINS,BAD BRAINS: REMASTER,1LP, $ 42.00 ,PUNK,ORGM2179,USA,NEW,NEW,ORG Music / DGC,2021 ORG MUSIC VINYL REMASTER OF THE LEGENDARY 1982 DEBUT ALBUM,VY13841
BAD BRAINS,I & I SURVIVE: REISSUE,1LP, $ 38.00 ,PUNK,ORGM2180,USA,NEW,NEW,ORG Music / DGC,2021 ORG MUSIC REMASTER OF THE 1982 EP & PRODUCED BY RIC OCASEK,VY14801
BAD BRAINS,QUICKNESS: REMASTER,1LP, $ 42.00 ,PUNK,ORGM2182,USA,NEW,NEW,ORG Music / DGC,2022 ORG MUSIC REMASTER OF THEIR 4th STUDIO ALBUM FROM 1989,VY15514
BAD BRAINS,BAD BRAINS: REMASTER (RED VINYL),1LP, $ 48.00 ,PUNK,ORGM2179-RED,USA,NEW,NEW,ORG Music / DGC,LIMITED 2022 ORG MUSIC RED VINYL REMASTER OF THE LEGENDARY 1982 DEBUT ALBUM,VY16447
BAD BRAINS,BAD BRAINS: REMASTER (PUNK NOTE EDITION),1LP, $ 50.00 ,PUNK,ORGM2179-PN,USA,NEW,NEW,ORG Music / DGC,LIMITED 2021 ORG MUSIC VINYL REMASTER OF THE LEGENDARY 1982 DEBUT ALBUM w/ ALTERNATE BLUE NOTE INSPIRED COVER ART,VY16448
BAD OMENS,DEATH OF PEACE OF MIND,2LP, $ 60.00 ,METAL,167654,EU,NEW,NEW,Sumerian Records,NEW 2022 & 3rd STUDIO RELEASE FROM THE AMERICAN METALCORE GROUP: SILVER VINYL PRESS,VZ6056
BAD RELIGION,THE PROCESS OF BELIEF (WHITE w/ ORANGE &,1LP, $ 55.00 ,PUNK,866351WOBS,USA,NEW,NEW,Epitaph Records,2022 20th ANNIVERSARY PRESSING OF THEIR EXCELLENT 2002 RETURN TO EPITAPH ALBUM: WHITE w/ ORANGE & BLACK SPLATTER PRESSING,VY15721
BAD TIMES,STREETS OF IRON,1LP, $ 10.00 ,ALTERNATIVE,146GONE,USA,NEW,NEW,Goner Records,2018 RE-ISSUE: 1998 RECORDINGS FROM JAY REATARD & CO,VY10082
BADBADNOTGOOD,TALK MEMORY: COLOUR,2LP, $ 60.00 ,ALTERNATIVE,XL1176LPE,EU,NEW,NEW,XL Recordings,ANTICIPATED NEW 2021 STUDIO ALBUM FROM THE CANADIAN ENSEMBLE: LIMITED 2xLP WHITE VINYL PRESS,VZ5717
BADBADNOTGOOD & GHOSTFACE KILLAH,SOUR SOUL,1LP, $ 40.00 ,HIP HOP,LEX103LP,EU,NEW,NEW,Lex Records,ACCLAIMED 2015 COLLABORATION FROM THE WU-TANG RAPPER & CANADIAN JAZZ BAND: 180-GRAM BLACK VINYL,VY5074
BADBADNOTGOOD & GHOSTFACE KILLAH,SOUR SOUL (INSTRUMENTALS),1LP, $ 40.00 ,HIP HOP,LEX108LP,EU,NEW,NEW,Lex Records,RE-PRESS OF THE BBNG-ONLY INSTRUMENTAL VERSION OF THE 2015 COLLAB. ALBUM,VY5390
BAND OF HORSES,THINGS ARE GREAT,1LP, $ 48.00 ,ALTERNATIVE,538706311,CAN,NEW,NEW,BMG Music,NEW 2022 STUDIO RELEASE & THEIR 1st IN 6 YEARS! BLACK VINYL PRESS,VY16065
"BAND, THE",STAGE FRIGHT: 50th ANNIVERSARY,1LP, $ 48.00 ,ROCK,B003240901,USA,NEW,NEW,Capitol Records,2021/50th ANNIVERSARY 180-GRAM REPRESS OF THE BAND'S 3rd STUDIO ALBUM,VY13994
BANG THE DRUM,BANG THE DRUM,1LP, $ 15.00 ,ROCK,2568721,AUS,VG+,VG+,WEA Records,RARE LONE 1990 ALBUM FROM THE TASMANIAN BLUES-ROCKERS: ORIG. OZ WEA RECORDS PRESS + INNER,VS10319
"BANNER, THE",EACH BREATH HAUNTED,1LP, $ 30.00 ,PUNK,MLTVR014,USA,EX,EX,Melotov Records,N.J. HARDCORE BAND: LIMITED 2012 RE-ISSUE OF THE '05 ALBUM: PICTURE DISC GATEFOLD PRESS,VS16256
BAPTISTS,BLOODMINES,1LP, $ 10.00 ,METAL,LORD196LP,USA,NEW,NEW,Southern Lord Records,2014 / 2nd LP OF RAGING HARDCORE FURY,VY7938
